"_time",ParentProcessName,NewProcessName,CommandLine,SubjectUserName
"2026-09-24T15:35:17.343-0500","C:\Windows\System32\cmd.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe  -e  JgAgACgAZwBjAG0AIAAoACcAaQBlAHsAMAB9ACcAIAAtAGYAIAAnAHgAJwApACkAIAAoACIAVwByACIAKwAiAGkAdAAiACsAIgBlAC0ASAAiACsAIgBvAHMAdAAgACcASAAiACsAIgBlAGwAIgArACIAbABvACwAIABmAHIAIgArACIAbwBtACAAUAAiACsAIgBvAHcAIgArACIAZQByAFMAIgArACIAaAAiACsAIgBlAGwAbAAhACcAIgApAA==",stigadmin
